title,r_psp_MMGBSA_dG_Bind,r_psp_MMGBSA_dG_Bind_Coulomb,r_psp_MMGBSA_dG_Bind_Covalent,r_psp_MMGBSA_dG_Bind_Hbond,r_psp_MMGBSA_dG_Bind_Lipo,r_psp_MMGBSA_dG_Bind_Packing,r_psp_MMGBSA_dG_Bind_SelfCont,r_psp_MMGBSA_dG_Bind_Solv_GB,r_psp_MMGBSA_dG_Bind_Solv_SA,r_psp_MMGBSA_dG_Bind_vdW,r_psp_Lig_Strain_Energy,r_psp_Lig_Strain_Coulomb,r_psp_Lig_Strain_Covalent,r_psp_Lig_Strain_Hbond,r_psp_Lig_Strain_Lipo,r_psp_Lig_Strain_Packing,r_psp_Lig_Strain_SelfCont,r_psp_Lig_Strain_Solv_GB,r_psp_Lig_Strain_Solv_SA,r_psp_Lig_Strain_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Complex_Energy,r_psp_Complex_Coulomb,r_psp_Complex_Covalent,r_psp_Complex_Hbond,r_psp_Complex_Lipo,r_psp_Complex_Packing,r_psp_Complex_SelfCont,r_psp_Complex_Solv_GB,r_psp_Complex_Solv_SA,r_psp_Complex_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Receptor_Energy,r_psp_Receptor_Coulomb,r_psp_Receptor_Covalent,r_psp_Receptor_Hbond,r_psp_Receptor_Lipo,r_psp_Receptor_Packing,r_psp_Receptor_SelfCont,r_psp_Receptor_Solv_GB,r_psp_Receptor_Solv_SA,r_psp_Receptor_vdW,r_psp_MMGBSA_dG_Bind(NS),r_psp_MMGBSA_dG_Bind(NS)_Coulomb,r_psp_MMGBSA_dG_Bind(NS)_Covalent,r_psp_MMGBSA_dG_Bind(NS)_Hbond,r_psp_MMGBSA_dG_Bind(NS)_Lipo,r_psp_MMGBSA_dG_Bind(NS)_Packing,r_psp_MMGBSA_dG_Bind(NS)_SelfCont,r_psp_MMGBSA_dG_Bind(NS)_Solv_GB,r_psp_MMGBSA_dG_Bind(NS)_Solv_SA,r_psp_MMGBSA_dG_Bind(NS)_vdW,r_psp_Rec_Strain_Energy,r_psp_Rec_Strain_Coulomb,r_psp_Rec_Strain_Covalent,r_psp_Rec_Strain_Hbond,r_psp_Rec_Strain_Lipo,r_psp_Rec_Strain_Packing,r_psp_Rec_Strain_SelfCont,r_psp_Rec_Strain_Solv_GB,r_psp_Rec_Strain_Solv_SA,r_psp_Rec_Strain_vdW,r_psp_Prime_MMGBSA_ligand_efficiency,r_psp_Prime_MMGBSA_ligand_efficiency_sa,r_psp_Prime_MMGBSA_ligand_efficiency_ln
3D5Q 3D5Q - minimized,-89.1944931999196,-78.4353608501606,18.0953293972871,-11.8822834560511,-17.5119346657696,-2.87689835761504,0.0,70.2211575692922,,-66.8045028369056,33.878006768625,15.410854963968,18.0953293972851,0.0,1.00413934517199,0.0,0.0,-9.70914685552771,,9.07682991772762,-246.578613142389,-94.1253788832815,24.3269337551404,0.0,-3.46899693742421,0.0,0.0,-183.209446626638,,9.89827554981443,-8479.68068737163,-8659.73045523906,4189.75058077149,-160.626517906081,-591.679001572405,-15.699793951463,-16.345006069894,-2722.04420685007,,-503.306286554158,-246.578613142389,-94.1253788832815,24.3269337551404,0.0,-3.46899693742421,0.0,0.0,-183.209446626638,,9.89827554981443,-8143.90758102933,-8487.16971550562,4147.32831761907,-148.74423445003,-570.698069969211,-12.8228955938479,-16.345006069894,-2609.05591779272,,-446.400059267067,-123.072499968544,-93.8462158141283,1.81898940354586e-12,-11.8822834560511,-18.5160740109416,-2.87689835761504,0.0,79.93030442482,,-75.8813327546331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.85821860833166,-2.78732791249749,-18.3105753591753
3D5Q 3D5Q - minimized,-104.039889106161,-107.858364240617,18.3887311865001,-9.25417401295968,-18.0443470962858,-4.1000993952504,0.0,94.9832576303484,,-78.1548931778974,20.2198088419978,-6.93813135215926,18.3887311865015,0.0,-0.178299726583591,0.0,0.0,4.78087323386751,,4.16663550037161,-238.731953341668,-78.7184853649252,20.7039839183047,0.0,-2.21648948927545,0.0,0.0,-191.571592815529,,13.0706304097573,-8646.00309311355,-8730.24865061409,4177.81064069086,-153.421392989922,-595.352684758162,-15.424919740268,-15.7123347258712,-2658.6844890681,,-654.969261907991,-238.731953341668,-78.7184853649252,20.7039839183047,0.0,-2.21648948927545,0.0,0.0,-191.571592815529,,13.0706304097573,-8303.23125066572,-8543.67180100855,4138.71792558605,-144.167218976962,-575.0918481726,-11.3248203450176,-15.7123347258712,-2562.09615388292,,-589.884999139851,-124.25969794816,-100.920232888458,-1.81898940354586e-12,-9.25417401295968,-17.8660473697022,-4.1000993952504,0.0,90.2023843964807,,-82.321528678269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.16749768971169,-3.25124653456754,-21.3581596967953
3D5Q 3D5Q - minimized,-102.161801852868,-55.3975408323786,15.0014325566372,-8.62149962295757,-17.1008354375867,-5.53028439070055,0.0,50.5274370526513,,-81.040511178531,17.7268746356294,-5.21646246208114,15.0014325566359,0.0,-0.130214568345759,0.0,0.0,4.59012708359546,,3.48199202582512,-238.888182688094,-78.4578852411625,20.6295097587463,0.0,-2.20142440683596,0.0,0.0,-191.967547901837,,13.1091651029956,-8549.0630607712,-8704.34154786621,4186.92620003289,-145.754705927493,-581.796793456136,-14.0627712687459,-12.3164997805332,-2716.20780120652,,-561.509141298445,-238.888182688094,-78.4578852411625,20.6295097587463,0.0,-2.20142440683596,0.0,0.0,-191.967547901837,,13.1091651029956,-8208.01307623024,-8570.48612179267,4151.29525771751,-137.133206304536,-562.494533611714,-8.53248687804536,-12.3164997805332,-2574.76769035734,,-493.57779522291,-119.888676488497,-50.1810783702986,9.09494701772928e-13,-8.62149962295757,-16.970620869241,-5.53028439070055,0.0,45.9373099690561,,-84.5225032043561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.12837087193475,-3.19255630790212,-20.9726105788082
3D5Q 3D5Q - minimized,-101.299276375918,-76.8513779268087,12.3676575412428,-9.80756987692016,-15.3470062147885,-5.18876271018573,0.0,71.2236009391199,,-77.6958181275829,24.3339998415368,14.6717762356475,12.3676575412433,0.0,2.05364319370636,0.0,0.0,-14.4328353962644,,9.67375826720386,-245.507640966216,-91.7628021326015,21.678940205125,0.0,-4.22991339848779,0.0,0.0,-177.449113674975,,6.25524803472259,-8423.03390212061,-8521.59142482331,4256.40502113981,-152.241964689468,-578.428317759288,-15.0759417213592,-9.40555527842544,-2846.50771937747,,-556.187999611107,-245.507640966216,-91.7628021326015,21.678940205125,0.0,-4.22991339848779,0.0,0.0,-177.449113674975,,6.25524803472259,-8076.22698477848,-8352.9772447639,4222.35842339345,-142.434394812548,-558.851398146012,-9.88717901117345,-9.40555527842544,-2740.28220664162,,-484.747429518247,-125.633276217453,-91.5231541624562,0.0,-9.80756987692016,-17.4006494084949,-5.18876271018573,0.0,85.6564363353841,,-87.3695763947866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.11040159116495,-3.16560238674742,-20.7955442916607
3D5Q 3D5Q - minimized,-97.3021577755517,-57.4974795019934,10.3996077118773,-7.61630532544399,-13.8317240082961,-3.63319304082823,0.0,40.6410678743823,,-65.7641314852522,21.320325767869,12.3865975890783,10.3996077118774,0.0,1.97130011762442,0.0,0.0,-14.3391145535448,,10.901934902834,-245.508598952351,-91.7905220785907,21.7030258673947,0.0,-4.23083174709516,0.0,0.0,-177.436515578315,,6.24624458425542,-8628.65316873618,-8882.46718045461,4134.95223981883,-144.65015159372,-581.228243879128,-11.2798012899618,-14.3896056250138,-2512.43834324642,,-617.152082466155,-245.508598952351,-91.7905220785907,21.7030258673947,0.0,-4.23083174709516,0.0,0.0,-177.436515578315,,6.24624458425542,-8285.84241200828,-8733.17917887403,4102.84960623956,-137.033846268276,-563.165688123737,-7.64660824913353,-14.3896056250138,-2375.64289554249,,-557.634195565158,-118.62248354342,-69.884077091072,0.0,-7.61630532544399,-15.8030241259205,-3.63319304082823,0.0,54.9801824279275,,-76.6660663880861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.02712828699066,-3.04069243048599,-19.9749830806954
3D5Q 3D5Q - minimized,-109.656856952244,-125.504802938392,12.7515620746053,-8.77644151044501,-16.6233778755943,-6.25490918128866,0.0,112.364013334064,,-77.6129008551915,14.6231073560654,0.800554047449097,12.7515620746049,0.0,0.0470776700749753,0.0,0.0,-3.25652962387289,,4.28044318780913,-238.851301077386,-76.6531607557133,20.8432622022133,0.0,-2.31296666703074,0.0,0.0,-193.643739668242,,12.9153038113865,-8561.31169085117,-8807.84678383261,4202.23707724354,-145.756526928952,-586.883258696364,-16.5887594826364,-14.9512925533547,-2600.99985416283,,-590.522292437953,-238.851301077386,-76.6531607557133,20.8432622022133,0.0,-2.31296666703074,0.0,0.0,-193.643739668242,,12.9153038113865,-8212.80353282154,-8605.68882013851,4168.64225296672,-136.980085418507,-567.946914153739,-10.3338503013477,-14.9512925533547,-2519.72012782865,,-525.824695394148,-124.279964308309,-126.305356985842,9.09494701772928e-13,-8.77644151044501,-16.6704555456694,-6.25490918128866,0.0,115.620542957937,,-81.8933440430005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.28451785317175,-3.42677677975763,-22.5112568146323
3D5Q 3D5Q - minimized,-86.5118618787201,-42.5408499227215,6.04009734482588,-7.6586065606362,-13.0364390556293,-5.04075565952362,0.0,44.5792115952772,,-68.8545196203171,17.7246406717438,10.1413796487332,6.0400973448297,0.0,2.22373560657114,0.0,0.0,-10.6431597374956,,9.96258780910559,-246.337951343812,-88.9494263177072,22.4496743119204,0.0,-4.54983212914029,0.0,0.0,-180.723029102843,,5.43466189395829,-8558.94925631431,-8758.4919877713,4159.64649601076,-139.206170433515,-588.180874047276,-12.4885434113688,-10.1161313474285,-2644.23782710032,,-565.874218213849,-246.337951343812,-88.9494263177072,22.4496743119204,0.0,-4.54983212914029,0.0,0.0,-180.723029102843,,5.43466189395829,-8226.09944309177,-8627.00171153087,4131.15672435401,-131.547563872878,-570.594602862507,-7.44778775184523,-10.1161313474285,-2508.09400959275,,-502.454360487491,-104.236502550464,-52.6822295714555,-3.63797880709171e-12,-7.6586065606362,-15.2601746622005,-5.04075565952362,0.0,55.222371332773,,-78.8171074294227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.80233045580667,-2.70349568371,-17.7598628520969
3D5Q 3D5Q - minimized,-97.460932030508,-131.272369562957,7.34464594867495,-7.0476928837266,-15.2372121328082,-5.11182856835752,0.0,135.11827531648,,-81.2547501478092,11.0261616838602,-2.80961349183683,7.34464594867654,0.0,-0.0196106424326432,0.0,0.0,3.62599914975408,,2.88474071969888,-238.700154626124,-78.5340422009303,20.707170517179,0.0,-2.2174210561242,0.0,0.0,-191.721465705516,,13.0656038192679,-8637.84395452064,-8792.73772049226,4122.55795915593,-144.781054200831,-587.265083486636,-16.9035469588237,-14.2276489268171,-2603.99580665301,,-600.491052958183,-238.700154626124,-78.5340422009303,20.707170517179,0.0,-2.2174210561242,0.0,0.0,-191.721465705516,,13.0656038192679,-8301.68286786401,-8582.93130872838,4094.50614269007,-137.733361317104,-569.810450297704,-11.7917183904662,-14.2276489268171,-2547.39261626398,,-532.301906629642,-108.487093714368,-128.462756071121,-1.36424205265939e-12,-7.0476928837266,-15.2176014903755,-5.11182856835752,0.0,131.492276166726,,-84.1394908675081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.03043608396892,-3.04565412595338,-20.0075775588541
3D5Q 3D5Q - minimized,-87.3986286252493,-73.4761874850592,7.6178967664564,-7.49949665174913,-13.9352513119915,-5.22265965190777,0.0,78.1440945772051,,-73.0270248681959,21.0248286451169,15.1931363183878,7.61789676645737,0.0,1.19560746432138,0.0,0.0,-11.111373619806,,8.12956171575638,-246.73214493736,-94.1392726007616,24.3436601637366,0.0,-3.46904688276528,0.0,0.0,-183.37048071942,,9.90299510185022,-8554.82721387502,-8774.48729545063,4160.87862916148,-138.806011411893,-589.966344574626,-21.5570129023903,-14.1251412131085,-2592.24682156219,,-584.517215921658,-246.73214493736,-94.1392726007616,24.3436601637366,0.0,-3.46904688276528,0.0,0.0,-183.37048071942,,9.90299510185022,-8220.69644031241,-8606.87183536481,4128.91707223129,-131.306514760144,-572.56204637987,-16.3343532504825,-14.1251412131085,-2487.02043541998,,-521.393186155312,-108.423457270366,-88.6693238034477,-9.09494701772928e-13,-7.49949665174913,-15.1308587763128,-5.22265965190777,0.0,89.2554681970114,,-81.1565865839523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.82080476302603,-2.73120714453904,-17.9419055854072
3D5Q 3D5Q - minimized,-101.152068937474,-120.663250666787,8.83603733594236,-7.687471884996,-14.7302838658567,-1.46606818903501,0.0,108.029280359347,,-73.4703120260845,12.3107088555835,4.13704887110534,8.83603733594336,0.0,-0.110650847211567,0.0,0.0,-4.70148982158003,,4.14976331732646,-238.565247120572,-76.6012189645281,20.7581534912119,0.0,-2.32354376445723,0.0,0.0,-193.353252037142,,12.954614154343,-8628.15885083401,-8691.7111690002,4068.83238374077,-143.774770902799,-594.051094765094,-14.4205284422129,-15.8176927859247,-2628.15113001224,,-609.064848666308,-238.565247120572,-76.6012189645281,20.7581534912119,0.0,-2.32354376445723,0.0,0.0,-193.353252037142,,12.954614154343,-8288.44153477596,-8494.44669936888,4039.23819291362,-136.087299017803,-576.99726713478,-12.9544602531779,-15.8176927859247,-2542.82715833444,,-548.549150794566,-113.462777793056,-124.800299537892,-9.09494701772928e-13,-7.687471884996,-14.6196330186451,-1.46606818903501,0.0,112.730770180927,,-77.6200753434109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.1073347695307,-3.16100215429606,-20.7653243442362
3D5Q 3D5Q - minimized,-104.82439699403,-116.040585533092,8.72232557523103,-7.87877078775756,-14.7911207594398,-2.76022557822566,0.0,103.898242021511,,-75.9742619322602,10.0158664669441,1.20095535754571,8.72232557522874,0.0,0.0115215921673704,0.0,0.0,-3.23544182364913,,3.31650576565172,-238.836048092647,-76.6391439365527,20.7715180423461,0.0,-2.32170145080369,0.0,0.0,-193.603079997798,,12.9563592501617,-8631.72406929461,-8852.91113527742,4063.27399231673,-143.245241772881,-593.899908586235,-20.6737257958984,-17.1338749558936,-2462.741356393,,-604.392818830011,-238.836048092647,-76.6391439365527,20.7715180423461,0.0,-2.32170145080369,0.0,0.0,-193.603079997798,,12.9563592501617,-8288.06362420793,-8660.23140580777,4033.78014869915,-135.366470985124,-576.787086375992,-17.9135002176728,-17.1338749558936,-2373.03651841671,,-541.374916147912,-114.840263460976,-117.241540890638,2.27373675443232e-12,-7.87877078775756,-14.8026423516072,-2.76022557822566,0.0,107.13368384516,,-79.290767697912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.1838416040423,-3.27576240606345,-21.5192098949112
3D5Q 3D5Q - minimized,-103.601362416006,-88.6001524026651,5.89187175060943,-7.99772113923683,-14.8296504572015,-1.71128191369216,0.0,70.6170642664138,,-66.9714925202315,18.7257926607869,14.221413689748,5.89187175060993,0.0,2.27431658638167,0.0,0.0,-16.8748737900917,,13.2130644241387,-246.40129529242,-88.9845365198896,22.4734868470412,0.0,-4.55007780698255,0.0,0.0,-180.767159288672,,5.42699147608295,-8615.72416100512,-8717.08063209372,4139.38066064011,-141.268514038281,-582.651190575059,-15.3634735073354,-14.3587465942977,-2671.29277132358,,-613.089493512952,-246.40129529242,-88.9845365198896,22.4734868470412,0.0,-4.55007780698255,0.0,0.0,-180.767159288672,,5.42699147608295,-8265.72150329669,-8539.49594317116,4111.01530204246,-133.270792899044,-563.271462310875,-13.6521915936432,-14.3587465942977,-2561.14267630132,,-551.544992468804,-122.327155076793,-102.821566092412,0.0,-7.99772113923683,-17.1039670435832,-1.71128191369216,0.0,87.4919380565052,,-80.1845569443702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.15836171700012,-3.23754257550019,-21.2681353497865
3D5Q 3D5Q - minimized,-91.2147769413823,30.8905487507582,6.98793358319335,-9.03845457171531,-15.3493859132878,-5.81004421233018,0.0,-26.8539296326371,,-72.0414449453627,18.0139813356842,8.44832099954911,6.98793358319128,0.0,1.21771778930879,0.0,0.0,-7.39260206982203,,8.75261103345692,-246.499232182214,-93.9261235311171,24.4148156759745,0.0,-3.47001702805062,0.0,0.0,-183.228645743576,,9.71073844455487,-8547.35029077721,-8528.18257470224,4096.51570947638,-146.480764685584,-582.224491738399,-16.436453492117,-7.90226969544017,-2788.27052015594,,-574.368925783866,-246.499232182214,-93.9261235311171,24.4148156759745,0.0,-3.47001702805062,0.0,0.0,-183.228645743576,,9.71073844455487,-8209.63628165362,-8465.14699992188,4065.11296021721,-137.442310113869,-563.405088797061,-10.6264092797868,-7.90226969544017,-2578.18794477973,,-512.038219283058,-109.228758277066,22.4422277512094,1.81898940354586e-12,-9.03845457171531,-16.5671037025967,-5.81004421233018,0.0,-19.4613275628153,,-80.7940559788196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.90030785294546,-2.8504617794182,-18.7253157357146
3D5Q 3D5Q - minimized,-109.992568609612,-0.52544802094053,7.39120200548132,-9.62198192003504,-16.4052351064507,-5.56687381278618,0.0,-1.35258722857816,,-83.9116445263018,9.39196351390859,-7.49643785142135,7.39120200548417,0.0,-0.00165224552713195,0.0,0.0,7.2109284047848,,2.28792320058781,-239.223586777358,-75.2639675552248,21.3539182018675,0.0,-2.22929259385033,0.0,0.0,-199.212418469426,,16.1281736392762,-8570.31432129421,-8843.90186635493,4233.46441072232,-147.903679942747,-584.167006940986,-13.6164880866059,-17.7271840752673,-2509.48082838236,,-686.981678233646,-239.223586777358,-75.2639675552248,21.3539182018675,0.0,-2.22929259385033,0.0,0.0,-199.212418469426,,16.1281736392762,-8221.09816590724,-8768.11245077876,4204.71929051498,-138.281698022712,-565.532479240685,-8.04961427381971,-17.7271840752673,-2308.91582268435,,-619.19820734662,-119.38453212352,6.9709898304809,-2.72848410531878e-12,-9.62198192003504,-16.4035828609236,-5.56687381278618,0.0,-8.56351563336329,,-86.1995677268895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.29151184603359,-3.43726776905038,-22.5801744504713
3D5Q 3D5Q - minimized,-98.2808114728086,-57.6036269117503,4.41051263153076,-9.11118500121393,-13.7812090850279,-4.0070240992729,0.0,48.0542249837326,,-66.2425039908055,17.568682345557,11.9524899172595,4.4105126315327,0.0,2.44524067596861,0.0,0.0,-13.5436295068528,,12.3040686276491,-248.526277824593,-93.8877500333222,23.338143552738,0.0,-4.69796956945138,0.0,0.0,-180.437292786821,,7.1585910122629,-8633.25082807612,-8652.77994258886,4139.33451746061,-143.02568968404,-602.684456074181,-14.6648790598012,-16.2627911066296,-2686.35166416163,,-656.815922861595,-248.526277824593,-93.8877500333222,23.338143552738,0.0,-4.69796956945138,0.0,0.0,-180.437292786821,,7.1585910122629,-8286.44373877871,-8501.28856564378,4111.58586127634,-133.914504682826,-584.205277419701,-10.6578549605283,-16.2627911066296,-2553.96859635854,,-597.732009883053,-115.849493818367,-69.5561168290096,-1.81898940354586e-12,-9.11118500121393,-16.2264497609965,-4.0070240992729,0.0,61.5978544905856,,-78.5465726184545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.04751690568351,-3.07127535852527,-20.175889119076
3D5Q 3D5Q - minimized,-105.032988689152,-132.85762519783,3.80122499599929,-10.0257638983948,-13.9115563600652,-4.25957780487421,0.0,114.787173870601,,-62.5668642945933,16.9184455659583,15.5765909128212,3.80122499600224,0.0,1.31476302384572,0.0,0.0,-12.8516594095325,,9.07752604282184,-246.964069020804,-94.0943971514534,24.3296217677873,0.0,-3.46921507346347,0.0,0.0,-183.612973820505,,9.88289525683024,-8570.47384391561,-8799.03998936816,4174.3538224466,-146.152202670082,-582.973708981109,-16.5596361598309,-13.857285477483,-2609.53877154052,,-576.706072165036,-246.964069020804,-94.0943971514534,24.3296217677873,0.0,-3.46921507346347,0.0,0.0,-183.612973820505,,9.88289525683024,-8218.47678620565,-8572.08796701887,4146.22297568282,-136.126438771687,-565.59293754758,-12.3000583549567,-13.857285477483,-2540.71297159062,,-524.022103127273,-121.95143425511,-148.434216110651,-2.72848410531878e-12,-10.0257638983948,-15.226319383911,-4.25957780487421,0.0,127.638833280133,,-71.6443903374152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.18818726435734,-3.28228089653601,-21.5620313047965
3D5Q 3D5Q - minimized,-97.8840371046626,-86.99611482414,5.10112886618299,-10.6200013390172,-14.9638505826604,-4.38524149175949,0.0,81.8448786565978,,-67.8648363898653,16.7071655585999,10.4083956633103,5.1011288661815,0.0,1.35068571866723,0.0,0.0,-8.63147911872807,,8.47843442916894,-246.461733323792,-94.0926581378838,24.3177162732249,0.0,-3.46671764722882,0.0,0.0,-183.119868538902,,9.89979472699757,-8689.10036093527,-8656.33290664646,4132.39409435746,-148.618619466526,-594.825031092228,-20.2317748364373,-13.9039686919051,-2759.07705485746,,-628.505099701723,-246.461733323792,-94.0926581378838,24.3177162732249,0.0,-3.46671764722882,0.0,0.0,-183.119868538902,,9.89979472699757,-8344.75459050682,-8475.24413368443,4102.97524921805,-137.998618127509,-576.394462862339,-15.8465333446779,-13.9039686919051,-2657.80206497515,,-570.540058038855,-114.591202663261,-97.4045104874513,9.09494701772928e-13,-10.6200013390172,-16.3145363013276,-4.38524149175949,0.0,90.4763577753256,,-76.3432708190343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.0392507730138,-3.05887615952071,-20.0944360303495
3D5Q 3D5Q - minimized,-104.79987121772,-83.7195335861798,11.0075913647906,-8.39030245180419,-18.0885314839741,-3.13154307189638,0.0,63.4711708179739,,-65.9487228066376,15.0225122847155,0.635527472765588,11.0075913647899,0.0,0.0373497374901532,0.0,0.0,-4.51445575783691,,7.85649946750695,-238.638476460249,-77.148718186181,20.6966082603155,0.0,-2.21226212862452,0.0,0.0,-193.037755632645,,13.0636512268857,-8608.44060075787,-8803.873579649,4211.71043327061,-149.27703249408,-586.484309288512,-16.9358787295877,-16.3810590372378,-2646.05962584229,,-601.139548987766,-238.638476460249,-77.148718186181,20.6966082603155,0.0,-2.21226212862452,0.0,0.0,-193.037755632645,,13.0636512268857,-8265.0022530799,-8643.00532787664,4180.0062336455,-140.886730042276,-566.183515675913,-13.8043356576914,-16.3810590372378,-2516.49304102762,,-548.254477408014,-119.822383502436,-84.3550610589464,9.09494701772928e-13,-8.39030245180419,-18.1258812214642,-3.13154307189638,0.0,67.9856265758108,,-73.8052222741446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.18333065036916,-3.27499597555374,-21.5141750428786
3D5Q 3D5Q - minimized,-98.2532234674236,-51.1212185429158,14.0250260178432,-9.32090042947945,-14.19732887567,-4.77703353752988,0.0,38.0327148102488,,-70.8944829099191,25.1114070916892,12.2655029078502,14.0250260178469,0.0,2.33007021383677,0.0,0.0,-14.908187194119,,11.3989951462745,-248.128156816908,-93.9292811237427,23.3591443754839,0.0,-4.69748625174924,0.0,0.0,-180.026424312889,,7.16589049598824,-8637.30390826573,-8738.2458518254,4118.57679616074,-153.398256852244,-598.982093632632,-20.8877781612735,-14.4704449766086,-2674.34319588533,,-555.553083092983,-248.128156816908,-93.9292811237427,23.3591443754839,0.0,-4.69748625174924,0.0,0.0,-180.026424312889,,7.16589049598824,-8290.92252798139,-8593.19535215874,4081.19262576742,-144.077356422765,-580.087278505213,-16.1107446237437,-14.4704449766086,-2532.34948638269,,-491.824490679052,-123.364630559114,-63.3867214507663,-3.63797880709171e-12,-9.32090042947945,-16.5273990895068,-4.77703353752988,0.0,52.9409020043677,,-82.2934780561936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.04694215557132,-3.07041323335699,-20.1702256276037
3D5Q 3D5Q - minimized,-103.96047440371,-89.1129739792941,2.80016535857385,-8.42899289150154,-14.0035389816862,-6.34275281344991,0.0,85.0756760837962,,-73.9480571801504,8.5164089746043,11.3522943904786,2.8001653585717,0.0,0.167363682298792,0.0,0.0,-8.80488209515477,,3.00146763840986,-235.846364509146,-89.8134288296021,26.0238079914101,0.0,-2.26995870884664,0.0,0.0,-185.021482629069,,15.2346976669611,-8666.76158685191,-8590.23007404982,4089.31472709967,-146.998012695516,-591.245433998593,-19.1434242951308,-18.358575630939,-2759.56651953038,,-630.53427375121,-235.846364509146,-89.8134288296021,26.0238079914101,0.0,-2.26995870884664,0.0,0.0,-185.021482629069,,15.2346976669611,-8326.95474793906,-8411.30367124092,4060.49075374968,-138.569019804014,-574.97193630806,-12.8006714816809,-18.358575630939,-2659.6207129851,,-571.820914238021,-112.476883378315,-100.465268369773,2.27373675443232e-12,-8.42899289150154,-14.170902663985,-6.34275281344991,0.0,93.8805581789511,,-76.9495248185602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.16584321674395,-3.24876482511593,-21.3418567968998
3D5Q 3D5Q - minimized,-102.667973221525,-107.015998748184,4.55068989440133,-8.27475378857082,-14.5863820028773,-6.03098695332515,0.0,93.823216581467,,-65.1337582044375,16.9312925555583,11.6239333716419,4.5506898944004,0.0,1.36684137498137,0.0,0.0,-10.9353820883599,,10.3252100028942,-246.494307722561,-94.0719643789272,24.3273110071606,0.0,-3.46878145229607,0.0,0.0,-183.165201163475,,9.88432826497681,-8570.47068955508,-8796.87709078347,4218.70258444905,-152.003210920226,-588.609892412986,-22.6366841373058,-11.7632857058901,-2675.59600523495,,-541.687104809305,-246.494307722561,-94.0719643789272,24.3273110071606,0.0,-3.46878145229607,0.0,0.0,-183.165201163475,,9.88432826497681,-8221.308408611,-8595.78912765636,4189.82458354749,-143.728457131655,-570.554728957812,-16.6056971839806,-11.7632857058901,-2586.25402065294,,-486.437674869844,-119.599265777084,-118.639932119826,9.09494701772928e-13,-8.27475378857082,-15.9532233778586,-6.03098695332515,0.0,104.758598669827,,-75.4589682073316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.13891610878178,-3.20837416317266,-21.0765215788929
